budget_fiscal_year,department_name,fund_name,account_name,adopted_budget_amount,total_expenditures,budget_change_amount,budget_transfer_in_amount,budget_transfer_out_amount,total_budget,encumbrance_amount,pre_encumbrance_amount,budget_uncommitted_amount,account_group_name,fund,account,department
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,182487.0,156816.66,0.0,0.0,10580.0,171907.0,10884.5,0.0,4205.84,EXPENSES,100,006010,6
2018,ANIMAL SERVICES,ANIMAL STERILIZATION,ANIMAL SERVICES,352314.0,299741.14,0.0,0.0,0.0,352314.0,0.0,0.0,52572.86,,842,06106P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,39000.0,327976.08,0.0,300000.0,871.38,338128.62,0.0,0.0,10152.54,SALARIES AND BENEFITS,100,001090,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,HARBOR SHELTER,0.0,,14143.76,0.0,0.0,14143.76,0.0,0.0,14143.76,,859,060003,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,W.VALLEY SHELTER,0.0,,17480.22,0.0,0.0,17480.22,0.0,0.0,17480.22,,859,060002,6
2018,ANIMAL SERVICES,ANIMAL STERILIZATION,REIMBURSEMENT OF GENERAL FUND COSTS,320031.0,,-0.16,0.0,0.0,320030.84,0.0,0.0,320030.84,SPECIAL,842,06299P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRIVATE VETERINARY CARE EXPENSE,47500.0,41095.54,0.0,0.0,0.0,47500.0,6404.46,0.0,0.0,EXPENSES,100,004460,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,GENERAL SERVICES DEPT,0.0,86711.21,151970.98,0.0,0.0,151970.98,0.0,0.0,65259.77,,859,06140P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),MEDICAL SUPPLIES,488591.0,478595.0,0.0,0.0,0.0,488591.0,7864.7,0.0,2131.3,EXPENSES,100,003190,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,NO. CENTRAL SHERLTER,0.0,,6116.45,0.0,0.0,6116.45,0.0,0.0,6116.45,,859,060004,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),FEED AND GRAIN,400000.0,346340.52,0.0,5000.0,0.0,405000.0,7.92,0.0,58651.56,EXPENSES,100,004580,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-AGAINST ANIMAL CRUELTY,0.0,,21171.62,0.0,0.0,21171.62,0.0,0.0,21171.62,,859,060030,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-KENNEL SPONSORSHIP,0.0,,7808.26,0.0,0.0,7808.26,0.0,0.0,7808.26,,859,060027,6
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY PLANNING,1297112.0,584046.87,0.0,0.0,0.0,1297112.0,0.0,0.0,713065.13,,48R,08P168,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,OFFICE OF FINANCE,0.0,55204.67,58512.6,0.0,0.0,58512.6,0.0,0.0,3307.93,,48R,08P139,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,PERSONNEL,1300593.0,1185325.13,0.0,0.0,0.0,1300593.0,0.0,0.0,115267.87,,48R,08P166,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OFFSET,2000000.0,,0.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,SPECIAL,48R,08P605,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING,0.0,239940.0,252487.0,0.0,0.0,252487.0,12547.0,0.0,0.0,SPECIAL,58V,08P500,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,4230597.0,1042540.83,0.0,0.0,25000.0,4205597.0,0.0,0.0,3163056.17,SALARIES AND BENEFITS,100,001070,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CONTROLLER,0.0,250000.0,250000.0,0.0,0.0,250000.0,0.0,0.0,0.0,,58V,08P126,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,ALTERATIONS AND IMPROVEMENTS,6000000.0,3158746.18,0.0,0.0,0.0,6000000.0,841253.82,0.0,2000000.0,SPECIAL,48R,08P606,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,EWDD SUMMER YOUTH,66000.0,35200.0,0.0,0.0,0.0,66000.0,0.0,0.0,30800.0,SPECIAL,48R,08P562,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,210769.0,18847.23,4251.66,0.0,0.0,215020.66,6029.44,0.0,190143.99,EXPENSES,100,003040,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CITY PLANNING,1612000.0,1808385.88,200000.0,0.0,0.0,1812000.0,0.0,0.0,3614.12,,58V,08P168,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY EXPENSE AND EQUIPMENT,19500000.0,6817010.52,664387.4,0.0,0.0,20164387.4,2909155.73,0.0,10434301.15,SPECIAL,48R,08P601,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION - CONTINGENCY,0.0,35188.16,347000.0,0.0,0.0,347000.0,311811.84,0.0,0.0,SPECIAL,58V,08P503,8
2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,BUILDING AND SAFETY,368086.0,368086.0,0.0,0.0,0.0,368086.0,0.0,0.0,0.0,,346,08108P,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,50532.0,36966.29,0.0,0.0,0.0,50532.0,0.0,0.0,13565.71,EXPENSES,100,006020,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY TRAINING,150000.0,112029.42,0.0,0.0,0.0,150000.0,31083.0,0.0,6887.58,SPECIAL,48R,08P602,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,PLANNING PRIORYEAR,0.0,988671.4,988671.4,0.0,0.0,988671.4,0.0,0.0,0.0,,58V,08P068,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,GENERAL SERVICES,0.0,800000.0,800000.0,0.0,0.0,800000.0,0.0,0.0,0.0,,58V,08P140,8
2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,EXPENDITURE,0.0,304301.0,465798.3,0.0,0.0,465798.3,0.0,0.0,161497.3,,346,08000A,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,BUILDLA -DCP,0.0,200192.48,7000000.0,0.0,0.0,7000000.0,0.0,0.0,6799807.52,,58V,08P568,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BANK FEES,100000.0,,-58512.6,0.0,0.0,41487.4,0.0,0.0,41487.4,SPECIAL,48R,08P607,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - CURRENT YEAR,10000000.0,,0.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,SPECIAL,48R,08P203,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,GENERAL SERVICES,2301976.0,3076486.27,789225.52,0.0,0.0,3091201.52,0.0,0.0,14715.25,,48R,08P140,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,12020240.0,10482599.37,0.0,0.0,0.0,12020240.0,0.0,0.0,1537640.63,SALARIES AND BENEFITS,100,001090,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,85812.0,9902.77,0.0,0.0,0.0,85812.0,97.23,0.0,75812.0,EXPENSES,100,002120,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,94570494.0,86717586.64,1556541.29,0.0,0.0,96127035.29,0.0,0.0,9409448.65,SALARIES AND BENEFITS,100,001010,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING,0.0,,1009948.0,0.0,0.0,1009948.0,1009948.0,0.0,0.0,SPECIAL,48R,08P500,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTINGENCY FOR OBLIGATORY CHANGES,18000000.0,,0.0,0.0,0.0,18000000.0,0.0,0.0,18000000.0,SPECIAL,48R,08P201,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),UNIFORMS,1500.0,,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,EXPENSES,100,004430,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUREAU OF ENGINEERING,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,,48R,08P178,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SYSTEMS DEVELOPMENT PROJECT COSTS,3400000.0,577785.2,-141753.0,0.0,0.0,3258247.0,0.0,0.0,2680461.8,SPECIAL,48R,08P530,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SPECIAL SERVICES COSTS,200000.0,39708.24,0.0,0.0,0.0,200000.0,0.0,0.0,160291.76,SPECIAL,48R,08P549,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING - CONTINGENCY,0.0,,89700.0,0.0,0.0,89700.0,89700.0,0.0,0.0,SPECIAL,48R,08P501,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,LA REGION IMAGERY ACQUISITION CONSORTIUM'S,0.0,56000.0,56000.0,0.0,0.0,56000.0,0.0,0.0,0.0,,58V,08P682,8
2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,BUILDING AND SAFETY,581195.0,305471.91,0.0,0.0,0.0,581195.0,0.0,0.0,275723.09,,46F,08P108,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTROLLER,0.0,1932.06,1981.6,0.0,0.0,1981.6,0.0,0.0,49.54,,48R,08P126,8
2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,REIMBURSEMENT OF GENERAL FUND COSTS,481748.0,247590.32,0.0,0.0,0.0,481748.0,0.0,0.0,234157.68,SPECIAL,46F,08P299,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,FIRE,0.0,48535.5,50000.0,0.0,0.0,50000.0,0.0,0.0,1464.5,,58V,08P138,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OF GENERAL FUND COSTS,0.0,3115631.89,0.0,0.0,0.0,0.0,0.0,0.0,-3115631.89,,48R,08P299,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY,102648655.0,89252907.57,0.0,0.0,0.0,102648655.0,0.0,0.0,13395747.43,,48R,08P108,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION,0.0,324909.79,788405.0,0.0,0.0,788405.0,463495.21,0.0,0.0,SPECIAL,58V,08P502,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR REVENUE FLUCTUATIONS,8000000.0,,0.0,0.0,0.0,8000000.0,0.0,0.0,8000000.0,SPECIAL,48R,08P400,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CAO PRIORYEAR,0.0,0.0,89075.0,0.0,0.0,89075.0,0.0,0.0,89075.0,,58V,08P010,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,LA REGION IMAGERY ACQUISITION CONSORTIUM'S,0.0,141753.0,141753.0,0.0,0.0,141753.0,0.0,0.0,0.0,,48R,08P682,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY ADMINISTRATIVE OFFICER,196445.0,196445.0,0.0,0.0,0.0,196445.0,0.0,0.0,0.0,,48R,08P110,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,149167.0,154104.7,0.0,25000.0,0.0,174167.0,3685.0,0.0,16377.3,EXPENSES,100,006010,8
2018,BUILDING AND SAFETY,LOCAL ENFORCE AGENCY LANDFILL,ENFORCEMENT ASSISTANCE GRANTS,0.0,56124.06,56995.2,0.0,0.0,56995.2,65.69,0.0,805.45,,527,080001,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,2099999.0,1632515.37,44221.45,0.0,0.0,2144220.45,0.0,0.0,511705.08,EXPENSES,100,003310,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,NON-DEPT CAPITAL IMPROVEMENT PROGRAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48R,08P154,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR FUTURE COSTS,36250000.0,,-2914750.0,0.0,0.0,33335250.0,0.0,0.0,33335250.0,SPECIAL,48R,08P204,8
