budget_fiscal_year,department_name,fund_name,account_name,adopted_budget_amount,total_expenditures,budget_change_amount,budget_transfer_in_amount,budget_transfer_out_amount,total_budget,encumbrance_amount,pre_encumbrance_amount,budget_uncommitted_amount,account_group_name,fund,account,department
2018,AGING,AREA PLAN FOR THE AGING TIT 7,AGING,2361535.0,1632441.16,-264700.0,0.0,0.0,2096835.0,0.0,0.0,464393.84,UNSPECIFIED,395,02P102,2
2018,AGING,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,9125.0,6000.0,1093.0,0.0,0.0,10218.0,0.0,0.0,4218.0,EXPENSES,100,003310,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,NSIP CONGRAGATE MEALS III C1,0.0,524982.0,527631.0,0.0,0.0,527631.0,2649.0,0.0,0.0,UNSPECIFIED,395,02PA07,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,FAMILY CAREGIVER SUPPORT FOR SENIORS,0.0,20827.0,32049.0,0.0,0.0,32049.0,4357.0,0.0,6865.0,UNSPECIFIED,395,02PQ09,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,SOCIAL SERVICES III B,0.0,2420032.0,2538774.0,0.0,0.0,2538774.0,117041.0,0.0,1701.0,UNSPECIFIED,395,02PA01,2
2018,AGING,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,5801.0,13039.63,11987.0,12000.0,2000.0,27788.0,0.0,0.0,14748.37,EXPENSES,100,002120,2
2018,AGING,OMBUDSMAN INITIATIVE PROGRAM F,PUBLIC HEALTH LCPF,0.0,31473.0,31473.0,0.0,0.0,31473.0,0.0,0.0,0.0,UNSPECIFIED,46V,02PC04,2
2018,AGING,HEALTH INS COUNS ADV (HICAP),HICAP 12 MONTH,0.0,362612.0,402384.0,0.0,0.0,402384.0,0.0,0.0,39772.0,UNSPECIFIED,47Y,02PD12,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,PREVENTIVE HEALTH FOR SENIORS,0.0,15720.0,15720.0,0.0,0.0,15720.0,0.0,0.0,0.0,UNSPECIFIED,395,02PQ06,2
2018,AGING,SENIOR HUMAN SERVICES PROGRAM,AGING,0.0,72974.84,129399.0,0.0,0.0,129399.0,0.0,0.0,56424.16,UNSPECIFIED,42J,02P102,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,NSIP HOME DELIVERED MEALS III C2,0.0,532420.0,537683.0,0.0,0.0,537683.0,5263.0,0.0,0.0,UNSPECIFIED,395,02PA08,2
2018,AGING,HEALTH INS COUNS ADV (HICAP),HICAP 3 MONTH,0.0,52433.0,52522.0,0.0,0.0,52522.0,0.0,0.0,89.0,UNSPECIFIED,47Y,02PDD1,2
2018,AGING,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,3856211.0,3214731.4,-142554.0,78075.0,116980.0,3674752.0,0.0,0.0,460020.6,SALARIES AND BENEFITS,100,001010,2
2018,AGING,HEALTH INS COUNS ADV (HICAP),AGING,0.0,53150.2,57079.0,0.0,0.0,57079.0,0.0,0.0,3928.8,UNSPECIFIED,47Y,02P102,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,FAMILY CAREGIVER SUPPORT PROGRAM III E,0.0,712410.0,850740.0,0.0,0.0,850740.0,0.0,0.0,138330.0,UNSPECIFIED,395,02PA09,2
2018,AGING,TITLE VII OLDER AMERICANS ACT,ELDER ABUSE PREVENTION,0.0,51086.0,51086.0,0.0,0.0,51086.0,0.0,0.0,0.0,UNSPECIFIED,564,02PB02,2
2018,AGING,OMBUDSMAN INITIATIVE PROGRAM F,SNF QUALITY AND ACCOUNTABILITY,0.0,149495.0,149495.0,0.0,0.0,149495.0,0.0,0.0,0.0,UNSPECIFIED,46V,02PC02,2
2018,AGING,HEALTH INS COUNS ADV (HICAP),HICAP 9 MONTH,0.0,132406.0,153751.0,0.0,0.0,153751.0,0.0,0.0,21345.0,UNSPECIFIED,47Y,02PD01,2
2018,AGING,HEALTH INS COUNS ADV (HICAP),FINANCIAL ALIGNMENT - NEW,0.0,11181.0,28189.0,0.0,0.0,28189.0,0.0,0.0,17008.0,UNSPECIFIED,47Y,02PDD3,2
2018,AGING,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,54968.0,54174.84,67364.0,13500.0,3792.0,132040.0,165.55,0.0,77699.61,EXPENSES,100,006010,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,SOCIAL SERVICES FOR SENIORS,0.0,45113.0,45113.0,0.0,0.0,45113.0,0.0,0.0,0.0,UNSPECIFIED,395,02PQ01,2
2018,AGING,SENIOR CITYRIDE PROGRAM FUND,CITYRIDE PROGRAM,0.0,3299549.0,3708000.0,0.0,0.0,3708000.0,284331.0,0.0,124120.0,UNSPECIFIED,599,02P220,2
2018,AGING,AREA PLAN FOR THE AGING TIT 7,OTO NSIP HOME DELIVERED MEALS III C2,0.0,6042.0,7020.0,0.0,0.0,7020.0,978.0,0.0,0.0,UNSPECIFIED,395,02PXX8,2
2018,AGING,SENIOR HUMAN SERVICES PROGRAM,EARS,0.0,97189.76,122154.0,0.0,0.0,122154.0,24964.24,0.0,0.0,UNSPECIFIED,42J,02R332,2
2018,AGING,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,222431.0,168805.83,-113074.0,105005.0,0.0,214362.0,0.0,0.0,45556.17,SALARIES AND BENEFITS,100,001070,2
2018,AIRPORTS,AIRPORT INSURANCE TRUST FD ONT,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNSPECIFIED,735,041000,4
2018,AIRPORTS,AIRPORT REVENUE,SALARIES GENERAL,0.0,283715954.27,0.0,0.0,0.0,0.0,0.0,0.0,-283715954.27,UNSPECIFIED,700,041010,4
2018,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,OVERTIME GENERAL,0.0,2039219.64,0.0,0.0,0.0,0.0,0.0,0.0,-2039219.64,UNSPECIFIED,723,041090,4
2018,AIRPORTS,AIRPORT REVENUE,HIRING HALL-BENEFITS,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1500000.0,UNSPECIFIED,700,041120,4
2018,AIRPORTS,PASSENGER FACILITY CHARGE -LAX,SALARIES GENERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNSPECIFIED,71R,041010,4
2018,AIRPORTS,AIRPORT REVENUE,HIRING HALL-SALARIES,0.0,2276545.04,0.0,0.0,0.0,0.0,0.0,0.0,-2276545.04,UNSPECIFIED,700,041100,4
2018,AIRPORTS,PASSENGER FACILITY CHARGE -ONT,OTHER EXPENDITURES,0.0,44840.74,0.0,0.0,0.0,0.0,0.0,0.0,-44840.74,UNSPECIFIED,736,041000,4
2018,AIRPORTS,AIRPORT REVENUE,OVERTIME GENERAL,0.0,35427345.67,0.0,0.0,0.0,0.0,0.0,0.0,-35427345.67,UNSPECIFIED,700,041090,4
2018,AIRPORTS,AIRPORT REVENUE,TRANSPORTATION,0.0,160797.63,0.0,0.0,0.0,0.0,0.0,0.0,-160797.63,UNSPECIFIED,700,043310,4
2018,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,SALARIES GENERAL,0.0,5909208.56,0.0,0.0,0.0,0.0,0.0,0.0,-5909208.56,UNSPECIFIED,723,041010,4
2018,AIRPORTS,AIRPORT REVENUE,HIRING HALL-OVERTIME,0.0,88645.08,0.0,0.0,0.0,0.0,0.0,0.0,-88645.08,UNSPECIFIED,700,041190,4
2018,AIRPORTS,AIRPORT REVENUE,OTHER EXPENDITURES,0.0,1943900232.25,0.0,0.0,0.0,0.0,0.0,0.0,-1943900232.25,UNSPECIFIED,700,041000,4
2018,AIRPORTS,DEA FEDERAL FORFEIT PROP-LAWA/,OTHER EXPENDITURES,0.0,182140.8,0.0,0.0,0.0,0.0,0.0,0.0,-182140.8,UNSPECIFIED,74L,041000,4
2018,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,OTHER EXPENDITURES,0.0,8205628.52,0.0,0.0,0.0,0.0,0.0,0.0,-8205628.52,UNSPECIFIED,723,041000,4
2018,AIRPORTS,PASSENGER FACILITY CHARGE -LAX,OTHER EXPENDITURES,0.0,273795496.24,0.0,0.0,0.0,0.0,0.0,0.0,-273795496.24,UNSPECIFIED,71R,041000,4
2018,AIRPORTS,AIRPORT REVENUE,OFFICE & ADM,0.0,187078.71,0.0,0.0,0.0,0.0,0.0,0.0,-187078.71,UNSPECIFIED,700,046010,4
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,7500.0,7269.09,0.0,0.0,0.0,7500.0,0.0,0.0,230.91,EXPENSES,100,003310,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-STAR PROGRAM,0.0,,23619.3,0.0,0.0,23619.3,0.0,0.0,23619.3,UNSPECIFIED,859,060024,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,140848.0,170862.46,0.0,50000.0,0.0,190848.0,18343.28,0.0,1642.26,EXPENSES,100,003040,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,68000.0,67965.92,0.0,0.0,0.0,68000.0,34.08,0.0,0.0,EXPENSES,100,002120,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,300376.0,442347.77,0.0,280000.0,0.0,580376.0,0.0,0.0,138028.23,SALARIES AND BENEFITS,100,001070,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,335546.0,326572.87,0.0,0.0,0.0,335546.0,6605.86,0.0,2367.27,EXPENSES,100,006020,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,21472864.0,20536299.63,0.0,0.0,740619.0,20732245.0,0.0,0.0,195945.37,SALARIES AND BENEFITS,100,001010,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,AVAILABLE,0.0,340846.13,470321.88,0.0,0.0,470321.88,80626.21,0.0,48849.54,UNSPECIFIED,859,06000A,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,EAST VALLEY SHELTER,0.0,,13397.63,0.0,0.0,13397.63,0.0,0.0,13397.63,UNSPECIFIED,859,060006,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),UNIFORMS,27660.0,24297.86,0.0,0.0,0.0,27660.0,2227.92,0.0,1134.22,EXPENSES,100,004430,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,VENDING SALES,0.0,,6812.74,0.0,0.0,6812.74,0.0,0.0,6812.74,UNSPECIFIED,859,060045,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,SOUTH LA SHELTER,0.0,,5125.1,0.0,0.0,5125.1,0.0,0.0,5125.1,UNSPECIFIED,859,060005,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-SMART,0.0,,150.0,0.0,0.0,150.0,0.0,0.0,150.0,UNSPECIFIED,859,06023K,6
2018,ANIMAL SERVICES,ANIMAL STERILIZATION,SPAY & NEUTER PROGRAM,0.0,2476296.3,2684981.3,0.0,0.0,2684981.3,171195.0,0.0,37490.0,UNSPECIFIED,842,06005A,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,WEST LA SHELTER,0.0,,30615.38,0.0,0.0,30615.38,0.0,0.0,30615.38,UNSPECIFIED,859,060007,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-FOSTER,0.0,148.43,600.0,0.0,0.0,600.0,0.0,0.0,451.57,UNSPECIFIED,859,060021,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-SMART,0.0,,54.5,0.0,0.0,54.5,0.0,0.0,54.5,UNSPECIFIED,859,060023,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,182487.0,156816.66,0.0,0.0,10580.0,171907.0,10884.5,0.0,4205.84,EXPENSES,100,006010,6
2018,ANIMAL SERVICES,ANIMAL STERILIZATION,ANIMAL SERVICES,352314.0,299741.14,0.0,0.0,0.0,352314.0,0.0,0.0,52572.86,UNSPECIFIED,842,06106P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,39000.0,327976.08,0.0,300000.0,871.38,338128.62,0.0,0.0,10152.54,SALARIES AND BENEFITS,100,001090,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,HARBOR SHELTER,0.0,,14143.76,0.0,0.0,14143.76,0.0,0.0,14143.76,UNSPECIFIED,859,060003,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,W.VALLEY SHELTER,0.0,,17480.22,0.0,0.0,17480.22,0.0,0.0,17480.22,UNSPECIFIED,859,060002,6
2018,ANIMAL SERVICES,ANIMAL STERILIZATION,REIMBURSEMENT OF GENERAL FUND COSTS,320031.0,,-0.16,0.0,0.0,320030.84,0.0,0.0,320030.84,SPECIAL,842,06299P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRIVATE VETERINARY CARE EXPENSE,47500.0,41095.54,0.0,0.0,0.0,47500.0,6404.46,0.0,0.0,EXPENSES,100,004460,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,GENERAL SERVICES DEPT,0.0,86711.21,151970.98,0.0,0.0,151970.98,0.0,0.0,65259.77,UNSPECIFIED,859,06140P,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),MEDICAL SUPPLIES,488591.0,478595.0,0.0,0.0,0.0,488591.0,7864.7,0.0,2131.3,EXPENSES,100,003190,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,NO. CENTRAL SHERLTER,0.0,,6116.45,0.0,0.0,6116.45,0.0,0.0,6116.45,UNSPECIFIED,859,060004,6
2018,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),FEED AND GRAIN,400000.0,346340.52,0.0,5000.0,0.0,405000.0,7.92,0.0,58651.56,EXPENSES,100,004580,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-AGAINST ANIMAL CRUELTY,0.0,,21171.62,0.0,0.0,21171.62,0.0,0.0,21171.62,UNSPECIFIED,859,060030,6
2018,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-KENNEL SPONSORSHIP,0.0,,7808.26,0.0,0.0,7808.26,0.0,0.0,7808.26,UNSPECIFIED,859,060027,6
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY PLANNING,1297112.0,584046.87,0.0,0.0,0.0,1297112.0,0.0,0.0,713065.13,UNSPECIFIED,48R,08P168,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,OFFICE OF FINANCE,0.0,55204.67,58512.6,0.0,0.0,58512.6,0.0,0.0,3307.93,UNSPECIFIED,48R,08P139,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,PERSONNEL,1300593.0,1185325.13,0.0,0.0,0.0,1300593.0,0.0,0.0,115267.87,UNSPECIFIED,48R,08P166,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OFFSET,2000000.0,,0.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,SPECIAL,48R,08P605,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING,0.0,239940.0,252487.0,0.0,0.0,252487.0,12547.0,0.0,0.0,SPECIAL,58V,08P500,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,4230597.0,1042540.83,0.0,0.0,25000.0,4205597.0,0.0,0.0,3163056.17,SALARIES AND BENEFITS,100,001070,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CONTROLLER,0.0,250000.0,250000.0,0.0,0.0,250000.0,0.0,0.0,0.0,UNSPECIFIED,58V,08P126,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,ALTERATIONS AND IMPROVEMENTS,6000000.0,3158746.18,0.0,0.0,0.0,6000000.0,841253.82,0.0,2000000.0,SPECIAL,48R,08P606,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,EWDD SUMMER YOUTH,66000.0,35200.0,0.0,0.0,0.0,66000.0,0.0,0.0,30800.0,SPECIAL,48R,08P562,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,210769.0,18847.23,4251.66,0.0,0.0,215020.66,6029.44,0.0,190143.99,EXPENSES,100,003040,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CITY PLANNING,1612000.0,1808385.88,200000.0,0.0,0.0,1812000.0,0.0,0.0,3614.12,UNSPECIFIED,58V,08P168,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY EXPENSE AND EQUIPMENT,19500000.0,6817010.52,664387.4,0.0,0.0,20164387.4,2909155.73,0.0,10434301.15,SPECIAL,48R,08P601,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION - CONTINGENCY,0.0,35188.16,347000.0,0.0,0.0,347000.0,311811.84,0.0,0.0,SPECIAL,58V,08P503,8
2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,BUILDING AND SAFETY,368086.0,368086.0,0.0,0.0,0.0,368086.0,0.0,0.0,0.0,UNSPECIFIED,346,08108P,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,50532.0,36966.29,0.0,0.0,0.0,50532.0,0.0,0.0,13565.71,EXPENSES,100,006020,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY TRAINING,150000.0,112029.42,0.0,0.0,0.0,150000.0,31083.0,0.0,6887.58,SPECIAL,48R,08P602,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,PLANNING PRIORYEAR,0.0,988671.4,988671.4,0.0,0.0,988671.4,0.0,0.0,0.0,UNSPECIFIED,58V,08P068,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,GENERAL SERVICES,0.0,800000.0,800000.0,0.0,0.0,800000.0,0.0,0.0,0.0,UNSPECIFIED,58V,08P140,8
2018,BUILDING AND SAFETY,REPAIR & DEMOLITION,EXPENDITURE,0.0,304301.0,465798.3,0.0,0.0,465798.3,0.0,0.0,161497.3,UNSPECIFIED,346,08000A,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,BUILDLA -DCP,0.0,200192.48,7000000.0,0.0,0.0,7000000.0,0.0,0.0,6799807.52,UNSPECIFIED,58V,08P568,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BANK FEES,100000.0,,-58512.6,0.0,0.0,41487.4,0.0,0.0,41487.4,SPECIAL,48R,08P607,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - CURRENT YEAR,10000000.0,,0.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,SPECIAL,48R,08P203,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,GENERAL SERVICES,2301976.0,3076486.27,789225.52,0.0,0.0,3091201.52,0.0,0.0,14715.25,UNSPECIFIED,48R,08P140,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,12020240.0,10482599.37,0.0,0.0,0.0,12020240.0,0.0,0.0,1537640.63,SALARIES AND BENEFITS,100,001090,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,85812.0,9902.77,0.0,0.0,0.0,85812.0,97.23,0.0,75812.0,EXPENSES,100,002120,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,94570494.0,86717586.64,1556541.29,0.0,0.0,96127035.29,0.0,0.0,9409448.65,SALARIES AND BENEFITS,100,001010,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING,0.0,,1009948.0,0.0,0.0,1009948.0,1009948.0,0.0,0.0,SPECIAL,48R,08P500,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTINGENCY FOR OBLIGATORY CHANGES,18000000.0,,0.0,0.0,0.0,18000000.0,0.0,0.0,18000000.0,SPECIAL,48R,08P201,8
2018,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),UNIFORMS,1500.0,,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,EXPENSES,100,004430,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUREAU OF ENGINEERING,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,UNSPECIFIED,48R,08P178,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SYSTEMS DEVELOPMENT PROJECT COSTS,3400000.0,577785.2,-141753.0,0.0,0.0,3258247.0,0.0,0.0,2680461.8,SPECIAL,48R,08P530,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SPECIAL SERVICES COSTS,200000.0,39708.24,0.0,0.0,0.0,200000.0,0.0,0.0,160291.76,SPECIAL,48R,08P549,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,UNIVERSAL CASHIERING - CONTINGENCY,0.0,,89700.0,0.0,0.0,89700.0,89700.0,0.0,0.0,SPECIAL,48R,08P501,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,LA REGION IMAGERY ACQUISITION CONSORTIUM'S,0.0,56000.0,56000.0,0.0,0.0,56000.0,0.0,0.0,0.0,UNSPECIFIED,58V,08P682,8
2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,BUILDING AND SAFETY,581195.0,305471.91,0.0,0.0,0.0,581195.0,0.0,0.0,275723.09,UNSPECIFIED,46F,08P108,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTROLLER,0.0,1932.06,1981.6,0.0,0.0,1981.6,0.0,0.0,49.54,UNSPECIFIED,48R,08P126,8
2018,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,REIMBURSEMENT OF GENERAL FUND COSTS,481748.0,247590.32,0.0,0.0,0.0,481748.0,0.0,0.0,234157.68,SPECIAL,46F,08P299,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,FIRE,0.0,48535.5,50000.0,0.0,0.0,50000.0,0.0,0.0,1464.5,UNSPECIFIED,58V,08P138,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OF GENERAL FUND COSTS,0.0,3115631.89,0.0,0.0,0.0,0.0,0.0,0.0,-3115631.89,UNSPECIFIED,48R,08P299,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY,102648655.0,89252907.57,0.0,0.0,0.0,102648655.0,0.0,0.0,13395747.43,UNSPECIFIED,48R,08P108,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,UNIVERSAL CASHIERING IMPLEMENTATION,0.0,324909.79,788405.0,0.0,0.0,788405.0,463495.21,0.0,0.0,SPECIAL,58V,08P502,8
2018,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR REVENUE FLUCTUATIONS,8000000.0,,0.0,0.0,0.0,8000000.0,0.0,0.0,8000000.0,SPECIAL,48R,08P400,8
2018,BUILDING AND SAFETY,DEVELOPMENT SERVICES TRUST FUND,CAO PRIORYEAR,0.0,0.0,89075.0,0.0,0.0,89075.0,0.0,0.0,89075.0,UNSPECIFIED,58V,08P010,8
