budget_fiscal_year,department_name,fund_name,account_name,adopted_budget_amount,total_expenditures,budget_change_amount,budget_transfer_in_amount,budget_transfer_out_amount,total_budget,encumbrance_amount,pre_encumbrance_amount,budget_uncommitted_amount,account_group_name,fund,account,department
2017,AGING,SENIOR CITYRIDE PROGRAM FUND,CITYRIDE PROGRAM,0.0,3430397.0,3708000.0,0.0,0.0,3708000.0,266993.0,0.0,10610.0,,599,02N220,2
2017,AGING,TITLE VII OLDER AMERICANS ACT,ELDER ABUSE PREVENTION,0.0,49362.0,49362.0,0.0,0.0,49362.0,0.0,0.0,0.0,,564,02NB02,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,CONGREGATE MEALS FOR SENIORS,0.0,362788.0,544000.0,0.0,0.0,544000.0,172949.0,0.0,8263.0,,395,02NQ02,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,PREVENTIVE HEALTH FOR SENIORS,0.0,17994.0,17994.0,0.0,0.0,17994.0,0.0,0.0,0.0,,395,02NQ06,2
2017,AGING,OMBUDSMAN INITIATIVE PROGRAM F,SNF QUALITY AND ACCOUNTABILITY,0.0,147574.0,147574.0,0.0,0.0,147574.0,0.0,0.0,0.0,,46V,02NC02,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,PREVENTIVE HEALTH III D,0.0,217786.0,217786.0,0.0,0.0,217786.0,0.0,0.0,0.0,,395,02NA06,2
2017,AGING,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,3845320.0,3279989.44,-43848.0,4592.0,43848.0,3762216.0,0.0,0.0,482226.56,SALARIES AND BENEFITS,100,001010,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,HOME DELIVERED MEALS III C2,0.0,2704198.0,2828318.0,0.0,0.0,2828318.0,124120.0,0.0,0.0,,395,02NA04,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,NSIP HOME DELIVERED MEALS III C2,0.0,559410.0,559410.0,0.0,0.0,559410.0,0.0,0.0,0.0,,395,02NA08,2
2017,AGING,HEALTH INS COUNS ADV (HICAP),HICAP 12 MONTH,0.0,422874.0,422874.0,0.0,0.0,422874.0,0.0,0.0,0.0,,47Y,02ND12,2
2017,AGING,OMBUDSMAN INITIATIVE PROGRAM F,STATE HEALTH FACILITIES CITATION PENALTIES,0.0,260379.0,260379.0,0.0,0.0,260379.0,0.0,0.0,0.0,,46V,02NC03,2
2017,AGING,GENERAL FUND (GENERAL BUDGET),TRAVEL,8650.0,5231.27,-200.0,0.0,2634.0,5816.0,0.0,0.0,584.73,EXPENSES,100,002130,2
2017,AGING,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,62468.0,133698.27,249525.0,0.0,11006.0,300987.0,0.0,0.0,167288.73,EXPENSES,100,006010,2
2017,AGING,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,263431.0,138705.34,5926.0,67683.0,0.0,337040.0,0.0,0.0,198334.66,SALARIES AND BENEFITS,100,001070,2
2017,AGING,HEALTH INS COUNS ADV (HICAP),AGING,0.0,57277.0,57277.0,0.0,0.0,57277.0,0.0,0.0,0.0,,47Y,02N102,2
2017,AGING,SENIOR HUMAN SERVICES PROGRAM,AGING,0.0,58356.05,100491.0,0.0,0.0,100491.0,0.0,0.0,42134.95,,42J,02N102,2
2017,AGING,AREA PLAN FOR THE AGING TIT 7,FAMILY CAREGIVER SUPPORT PROGRAM III E,0.0,716181.0,716294.0,0.0,0.0,716294.0,0.0,0.0,113.0,,395,02NA09,2
2017,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,OVERTIME GENERAL,0.0,3295811.48,0.0,0.0,0.0,0.0,0.0,0.0,-3295811.48,,723,041090,4
2017,AIRPORTS,FED FORFEITED PROP -LAWA/ONT,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,73H,041000,4
2017,AIRPORTS,AIRPORT REVENUE,TRANSPORTATION,0.0,136505.49,0.0,0.0,0.0,0.0,0.0,0.0,-136505.49,,700,043310,4
2017,AIRPORTS,AIRPORT REVENUE,HIRING HALL-SALARIES,0.0,2504073.85,0.0,0.0,0.0,0.0,0.0,0.0,-2504073.85,,700,041100,4
2017,AIRPORTS,AIRPORT INSURANCE TRUST FD ONT,OTHER EXPENDITURES,0.0,4322186.89,0.0,0.0,0.0,0.0,0.0,0.0,-4322186.89,,735,041000,4
2017,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,OTHER EXPENDITURES,0.0,77997799.33,0.0,0.0,0.0,0.0,0.0,0.0,-77997799.33,,723,041000,4
2017,AIRPORTS,AIRPORT REVENUE,OFFICE & ADM,0.0,256892.26,0.0,0.0,0.0,0.0,0.0,0.0,-256892.26,,700,046010,4
2017,AIRPORTS,AIRPORT REVENUE FUND-ONTARIO,SALARIES GENERAL,0.0,15227719.16,0.0,0.0,0.0,0.0,0.0,0.0,-15227719.16,,723,041010,4
2017,AIRPORTS,AIRPORT REVENUE,SALARIES GENERAL,0.0,262331903.21,0.0,0.0,0.0,0.0,0.0,0.0,-262331903.21,,700,041010,4
2017,AIRPORTS,AIRPORT REVENUE,HIRING HALL-OVERTIME,0.0,67185.69,0.0,0.0,0.0,0.0,0.0,0.0,-67185.69,,700,041190,4
2017,AIRPORTS,AIRPORT REVENUE,OVERTIME GENERAL,0.0,38421898.23,0.0,0.0,0.0,0.0,0.0,0.0,-38421898.23,,700,041090,4
2017,AIRPORTS,AIRPORT REVENUE,OTHER EXPENDITURES,0.0,1714444653.56,0.0,0.0,0.0,0.0,0.0,0.0,-1714444653.56,,700,041000,4
2017,AIRPORTS,PASSENGER FACILITY CHARGE -LAX,SALARIES GENERAL,0.0,43028.71,0.0,0.0,0.0,0.0,0.0,0.0,-43028.71,,71R,041010,4
2017,AIRPORTS,AIRPORT REVENUE,HIRING HALL-BENEFITS,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,,700,041120,4
2017,AIRPORTS,DEA FEDERAL FORFEIT PROP-LAWA/,OTHER EXPENDITURES,0.0,215192.68,0.0,0.0,0.0,0.0,0.0,0.0,-215192.68,,74L,041000,4
2017,AIRPORTS,PASSENGER FACILITY CHARGE -LAX,OTHER EXPENDITURES,0.0,106903863.73,0.0,0.0,0.0,0.0,0.0,0.0,-106903863.73,,71R,041000,4
2017,AIRPORTS,PASSENGER FACILITY CHARGE -ONT,OTHER EXPENDITURES,0.0,51893438.45,0.0,0.0,0.0,0.0,0.0,0.0,-51893438.45,,736,041000,4
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),FEED AND GRAIN,518210.0,505618.76,0.0,0.0,0.0,518210.0,2658.94,0.0,9932.3,EXPENSES,100,004580,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,EAST VALLEY SHELTER,0.0,,13701.3,0.0,0.0,13701.3,0.0,0.0,13701.3,,859,060006,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,640848.0,266197.68,0.0,144000.0,110619.0,674229.0,18623.44,0.0,389407.88,EXPENSES,100,003040,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,21381649.0,19440813.26,0.0,0.0,1078718.0,20302931.0,0.0,0.0,862117.74,SALARIES AND BENEFITS,100,001010,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),MEDICAL SUPPLIES,488591.0,482491.61,0.0,0.0,0.0,488591.0,3400.19,0.0,2699.2,EXPENSES,100,003190,6
2017,ANIMAL SERVICES,ANIMAL STERILIZATION,ANIMAL SERVICES,342249.0,192332.63,-149916.37,0.0,0.0,192332.63,0.0,0.0,0.0,,842,06106N,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-STAR PROGRAM,0.0,,20558.79,0.0,0.0,20558.79,0.0,0.0,20558.79,,859,060024,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,300376.0,523633.06,0.0,325000.0,0.0,625376.0,0.0,0.0,101742.94,SALARIES AND BENEFITS,100,001070,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),UNIFORMS,27660.0,21741.34,0.0,0.0,0.0,27660.0,140.53,0.0,5778.13,EXPENSES,100,004430,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,7500.0,6917.27,0.0,0.0,0.0,7500.0,0.0,0.0,582.73,EXPENSES,100,003310,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,68000.0,88039.4,0.0,21000.0,0.0,89000.0,0.0,0.0,960.6,EXPENSES,100,002120,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-AGAINST ANIMAL CRUELTY,0.0,,14135.22,0.0,0.0,14135.22,0.0,0.0,14135.22,,859,060030,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,280546.0,365112.22,0.0,94000.0,0.0,374546.0,1940.89,0.0,7492.89,EXPENSES,100,006020,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,SOUTH LA SHELTER,0.0,,6485.35,0.0,0.0,6485.35,0.0,0.0,6485.35,,859,060005,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-FOSTER,0.0,,8.0,0.0,0.0,8.0,0.0,0.0,8.0,,859,060021,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,182487.0,236036.53,0.0,118000.0,7990.0,292497.0,25762.6,0.0,30697.87,EXPENSES,100,006010,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-CARROLL PETRIE,0.0,,400.0,0.0,0.0,400.0,0.0,0.0,400.0,,859,060031,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,HARBOR SHELTER,0.0,,10663.05,0.0,0.0,10663.05,0.0,0.0,10663.05,,859,060003,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,WEST LA SHELTER,0.0,,18280.42,0.0,0.0,18280.42,0.0,0.0,18280.42,,859,060007,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,W.VALLEY SHELTER,0.0,,19188.51,0.0,0.0,19188.51,0.0,0.0,19188.51,,859,060002,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRIVATE VETERINARY CARE EXPENSE,47500.0,47495.6,0.0,0.0,0.0,47500.0,0.0,0.0,4.4,EXPENSES,100,004460,6
2017,ANIMAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,39000.0,268111.02,0.0,230000.0,820.09,268179.91,0.0,0.0,68.89,SALARIES AND BENEFITS,100,001090,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,VENDING SALES,0.0,,6949.16,0.0,0.0,6949.16,0.0,0.0,6949.16,,859,060045,6
2017,ANIMAL SERVICES,ANIMAL STERILIZATION,REIMBURSEMENT OF GENERAL FUND COSTS,213177.0,213177.0,0.0,0.0,0.0,213177.0,0.0,0.0,0.0,SPECIAL,842,06299N,6
2017,ANIMAL SERVICES,ANIMAL STERILIZATION,SPAY & NEUTER PROGRAM,0.0,896154.2,896154.2,0.0,0.0,896154.2,-0.0,0.0,0.0,,842,06005A,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,AVAILABLE,0.0,225006.27,386120.32,0.0,0.0,386120.32,45139.27,0.0,115974.78,,859,06000A,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,NO. CENTRAL SHERLTER,0.0,,9399.67,0.0,0.0,9399.67,0.0,0.0,9399.67,,859,060004,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,GENERAL SERVICES DEPT,0.0,85947.34,85947.34,0.0,0.0,85947.34,0.0,0.0,0.0,,859,06140N,6
2017,ANIMAL SERVICES,ANIMAL WELFARE TRUST,DONATION-KENNEL SPONSORSHIP,0.0,87.6,7800.0,0.0,0.0,7800.0,0.0,0.0,7712.4,,859,060027,6
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BANK FEES,2400000.0,,-957579.02,0.0,0.0,1442420.98,0.0,0.0,1442420.98,SPECIAL,48R,08N607,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),UNIFORMS,1500.0,,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,EXPENSES,100,004430,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,2075785.0,1588668.16,46400.0,0.0,0.0,2122185.0,0.0,0.0,533516.84,EXPENSES,100,003310,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CAPITAL FINANCE ADMINISTRATION,2345389.0,2345389.0,0.0,0.0,0.0,2345389.0,0.0,0.0,0.0,,48R,08N153,8
2017,BUILDING AND SAFETY,REPAIR & DEMOLITION,REIMBURSEMENT OF GENERAL FUND COSTS,199786.0,,-199786.0,0.0,0.0,0.0,0.0,0.0,0.0,SPECIAL,346,08299N,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SYSTEMS DEVELOPMENT PROJECT COSTS,3400000.0,2317240.07,0.0,0.0,0.0,3400000.0,813927.48,0.0,268832.45,SPECIAL,48R,08N530,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,NON-DEPT CAPITAL IMPROVEMENT PROGRAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48R,08N154,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY ATTORNEY,300740.0,300740.0,0.0,0.0,0.0,300740.0,0.0,0.0,0.0,,48R,08N112,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,EWDD SUMMER YOUTH PROGRAM,0.0,30800.0,30800.0,0.0,0.0,30800.0,0.0,0.0,0.0,SPECIAL,48R,08N56L,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,4230597.0,1132230.57,0.0,0.0,70000.0,4160597.0,0.0,0.0,3028366.43,SALARIES AND BENEFITS,100,001070,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,MAYOR,0.0,350000.0,350000.0,0.0,0.0,350000.0,0.0,0.0,0.0,,48R,08N146,8
2017,BUILDING AND SAFETY,LOCAL ENFORCE AGENCY LANDFILL,ENFORCEMENT ASSISTANCE GRANTS,0.0,51526.24,51526.24,0.0,0.0,51526.24,0.0,0.0,0.0,,527,080001,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY LEASE COSTS,435000.0,410495.52,0.0,0.0,0.0,435000.0,0.0,0.0,24504.48,SPECIAL,48R,08N641,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,PERSONNEL,1290487.0,1115324.97,0.0,0.0,0.0,1290487.0,0.0,0.0,175162.03,,48R,08N166,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY ADMINISTRATIVE OFFICER,147260.0,147260.0,0.0,0.0,0.0,147260.0,0.0,0.0,0.0,,48R,08N110,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR UNANTICIPATED COSTS,3648068.0,,0.0,0.0,0.0,3648068.0,0.0,0.0,3648068.0,SPECIAL,48R,08N200,8
2017,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,BUILDING & SAFETY,522440.0,284667.39,0.0,0.0,0.0,522440.0,0.0,0.0,237772.61,,46F,08N108,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,85812.0,7363.55,0.0,0.0,0.0,85812.0,0.0,0.0,78448.45,EXPENSES,100,002120,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING & SAFETY,94485178.0,87410946.87,0.0,0.0,0.0,94485178.0,0.0,0.0,7074231.13,,48R,08N108,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR FUTURE COSTS,27688252.0,,-6894340.0,0.0,0.0,20793912.0,0.0,0.0,20793912.0,SPECIAL,48R,08N204,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,EWDD SUMMER YOUTH,40000.0,40000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,SPECIAL,48R,08N562,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,221083.0,71440.34,3930.01,0.0,0.0,225013.01,0.0,0.0,153572.67,EXPENSES,100,003040,8
2017,BUILDING AND SAFETY,REPAIR & DEMOLITION,BUILDING AND SAFETY,326670.0,326670.0,0.0,0.0,0.0,326670.0,0.0,0.0,0.0,,346,08108N,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - CURRENT YEAR,10000000.0,,0.0,0.0,0.0,10000000.0,0.0,0.0,10000000.0,SPECIAL,48R,08N203,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,85739839.0,83484973.99,1409370.0,0.0,51773.0,87097436.0,0.0,0.0,3612462.01,SALARIES AND BENEFITS,100,001010,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUREAU OF ENGINEERING,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,,48R,08N178,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CITY PLANNING,1240736.0,304616.02,0.0,0.0,0.0,1240736.0,0.0,0.0,936119.98,,48R,08N168,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,SPECIAL SERVICES COSTS,200000.0,23665.37,0.0,0.0,0.0,200000.0,0.0,0.0,176334.63,SPECIAL,48R,08N549,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OFFSET,2000000.0,,0.0,0.0,0.0,2000000.0,0.0,0.0,2000000.0,SPECIAL,48R,08N605,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY TRAINING,150000.0,738711.04,859600.0,0.0,0.0,1009600.0,29013.78,0.0,241875.18,SPECIAL,48R,08N602,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,GENERAL SERVICES,2301976.0,4057089.78,1755113.78,0.0,0.0,4057089.78,0.0,0.0,0.0,,48R,08N140,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,CONTINGENCY FOR OBLIGATORY CHANGES,18000000.0,,0.0,0.0,0.0,18000000.0,0.0,0.0,18000000.0,SPECIAL,48R,08N201,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,149167.0,210129.6,0.0,70000.0,0.0,219167.0,723.37,0.0,8314.03,EXPENSES,100,006010,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,50532.0,37749.63,0.0,0.0,0.0,50532.0,-0.0,0.0,12782.37,EXPENSES,100,006020,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR REVENUE FLUCTUATIONS,8000000.0,,0.0,0.0,0.0,8000000.0,0.0,0.0,8000000.0,SPECIAL,48R,08N400,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,RESERVE FOR COMPENSATED TIME OFF - PRIOR YEARS,18500000.0,,0.0,0.0,0.0,18500000.0,0.0,0.0,18500000.0,SPECIAL,48R,08N202,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,REIMBURSEMENT OF GENERAL FUND COSTS,43209919.0,43209919.0,0.0,0.0,0.0,43209919.0,0.0,0.0,0.0,,48R,08N299,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,ALTERATIONS AND IMPROVEMENTS,6000000.0,,0.0,0.0,0.0,6000000.0,0.0,0.0,6000000.0,SPECIAL,48R,08N606,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,"CITYWIDE ENTERPRISE LICENSE AGREEMENT-ESRI, INC",0.0,76753.0,76753.0,0.0,0.0,76753.0,0.0,0.0,0.0,,48R,08N682,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,BUILDING AND SAFETY EXPENSE AND EQUIPMENT,16400000.0,10911007.34,1959360.48,0.0,0.0,18359360.48,1468179.69,0.0,5980173.45,SPECIAL,48R,08N601,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,INFORMATION TECHNOLOGY AGENCY,1615367.0,1158507.07,206705.0,0.0,0.0,1822072.0,0.0,0.0,663564.93,,48R,08N132,8
2017,BUILDING AND SAFETY,OFF-SITE SIGN PERIOD INSP FEE,REIMBURSEMENT OF GENERAL FUND COSTS,312740.0,210422.81,0.0,0.0,0.0,312740.0,0.0,0.0,102317.19,,46F,08N299,8
2017,BUILDING AND SAFETY,REPAIR & DEMOLITION,EXPENDITURE,0.0,530545.68,742530.45,0.0,0.0,742530.45,211984.77,0.0,0.0,,346,08000A,8
2017,BUILDING AND SAFETY,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,12010240.0,11396383.41,0.0,0.0,0.0,12010240.0,0.0,0.0,613856.59,SALARIES AND BENEFITS,100,001090,8
2017,BUILDING AND SAFETY,BLDG & SAFETY PERMIT ENTERPRIS,OFFICE OF FINANCE,0.0,957573.04,957579.02,0.0,0.0,957579.02,0.0,0.0,5.98,,48R,08N139,8
2017,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,ENGINEERING SPECIAL SERVICE FUND,0.0,66882.0,66882.0,0.0,0.0,66882.0,0.0,0.0,0.0,,872,10N682,10
2017,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: JEFFREY FOUNDATION 5TH CYCLE (C155-5),0.0,8896.0,8896.0,0.0,0.0,8896.0,0.0,0.0,0.0,SPECIAL,43L,10NMJS,10
2017,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: WILMINGTON BOYS AND GIRLS CLUB (C186-6),0.0,19840.0,19840.0,0.0,0.0,19840.0,0.0,0.0,0.0,SPECIAL,43L,10NMKK,10
2017,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,CITY ADMINISTRATIVE OFFICER,505000.0,505000.0,0.0,0.0,0.0,505000.0,0.0,0.0,0.0,,872,10N110,10
2017,CITY ADMINISTRATIVE OFFICER,TX REV ANTICIP NOTE PROC,PENSION CONTRIBUTIONS,624207013.0,616234998.0,0.0,0.0,0.0,624207013.0,0.0,0.0,7972015.0,,121,100501,10
2017,CITY ADMINISTRATIVE OFFICER,PROPOSITION K MAINTENANCE FUND,MAINT: TREEPEOPLE (C4-1),0.0,15300.0,15300.0,0.0,0.0,15300.0,0.0,0.0,0.0,SPECIAL,43L,10NMKE,10
2017,CITY ADMINISTRATIVE OFFICER,INNOVATION FUND,DCA - VIRTUAL REALITY ACCESSIBILITY PROJECT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,105,10N622,10
